x3,y3,z3,y,z,zy,v.states,yzstate
41.6503,18.2805,-138.9726,3,1,31,1,311
41.6858,18.2442,-138.9555,3,1,31,1,311
41.7138,18.2593,-138.9223,3,1,31,1,311
41.7448,18.2235,-138.8553,3,1,31,1,311
41.7653,18.1977,-138.7972,3,1,31,1,311
41.7631,18.117,-138.7662,3,1,31,1,311
41.7819,18.114,-138.7384,3,1,31,1,311
41.799,18.0709,-138.7179,3,1,31,1,311
41.7943,18.0441,-138.7406,3,1,31,1,311
41.7868,17.9593,-138.7669,3,1,31,1,311
41.7821,17.979,-138.803,3,1,31,1,311
41.7725,17.9877,-138.7888,3,1,31,1,311
41.769,17.971,-138.7621,3,1,31,1,311
41.7595,17.9671,-138.7687,3,1,31,1,311
41.7707,17.9528,-138.7746,3,1,31,1,311
41.7689,18.0012,-138.7555,3,1,31,1,311
41.7967,18.051,-138.7249,3,1,31,1,311
41.837,18.1177,-138.7165,3,1,31,1,311
41.8848,18.1393,-138.7226,3,1,31,1,311
41.9689,18.2006,-138.7478,3,1,31,1,311
42.0427,18.2418,-138.7601,3,2,32,1,321
42.0867,18.2804,-138.7161,3,2,32,1,321
42.081,18.241,-138.692,3,2,32,1,321
42.0609,18.255,-138.6426,4,2,42,1,421
42.0193,18.2172,-138.6029,4,2,42,1,421
41.9414,18.2224,-138.5491,4,1,41,1,411
41.8655,18.2138,-138.5537,4,1,41,1,411
41.8177,18.1911,-138.56,4,1,41,1,411
41.7678,18.1244,-138.5822,4,1,41,1,411
41.7407,18.1324,-138.609,4,1,41,1,411
41.7089,18.1318,-138.6249,4,1,41,1,411
41.685,18.1564,-138.659,4,1,41,1,411
41.6752,18.1154,-138.6805,4,1,41,1,411
41.6781,18.1089,-138.6963,3,1,31,1,311
41.6894,18.1109,-138.7198,3,1,31,1,311
41.6773,18.0378,-138.7054,3,1,31,1,311
41.6741,17.9782,-138.701,3,1,31,1,311
41.6553,17.9139,-138.7149,3,1,31,1,311
41.6479,17.9006,-138.6809,4,1,41,1,411
41.6373,17.8378,-138.595,4,1,41,1,411
41.6258,17.8081,-138.54,4,1,41,1,411
41.6152,17.752,-138.5177,4,1,41,1,411
41.6103,17.745,-138.4973,4,1,41,1,411
41.6044,17.7425,-138.4695,4,1,41,1,411
41.5913,17.7325,-138.4482,4,1,41,1,411
41.5703,17.7082,-138.4463,4,1,41,1,411
41.5786,17.7129,-138.4314,4,1,41,1,411
41.5957,17.707,-138.3967,4,1,41,1,411
41.5996,17.7193,-138.3639,4,1,41,1,411
41.6092,17.7166,-138.4218,4,1,41,1,411
41.6459,17.7432,-138.5009,4,1,41,1,411
41.6768,17.7945,-138.5628,4,1,41,1,411
41.6978,17.797,-138.5527,4,1,41,1,411
41.7232,17.8065,-138.5142,4,1,41,1,411
41.7275,17.7908,-138.493,4,1,41,1,411
41.7318,17.7592,-138.4738,4,1,41,1,411
41.741,17.7855,-138.4356,4,1,41,1,411
41.7388,17.7779,-138.417,4,1,41,1,411
41.7202,17.7603,-138.402,4,1,41,1,411
41.7028,17.736,-138.3979,4,1,41,1,411
41.6931,17.7352,-138.4495,4,1,41,1,411
41.6802,17.7233,-138.5249,4,1,41,1,411
41.6747,17.7204,-138.5915,4,1,41,1,411
41.6675,17.6998,-138.6095,4,1,41,1,411
41.6912,17.7015,-138.6319,4,1,41,1,411
41.6929,17.6682,-138.6273,4,1,41,1,411
41.704,17.6135,-138.6809,4,1,41,1,411
41.7275,17.6098,-138.656,4,1,41,1,411
41.7375,17.6589,-138.6163,4,1,41,1,411
41.7406,17.6886,-138.5808,4,1,41,1,411
41.7455,17.6839,-138.5276,4,1,41,1,411
41.7617,17.6579,-138.5117,4,1,41,1,411
41.7662,17.6119,-138.5082,4,1,41,1,411
41.785,17.5719,-138.5372,4,1,41,1,411
41.8064,17.5795,-138.5427,4,1,41,1,411
41.827,17.531,-138.5675,4,1,41,1,411
41.8241,17.4635,-138.5858,4,1,41,1,411
41.8206,17.3778,-138.6102,4,1,41,1,411
41.8183,17.3088,-138.6267,4,1,41,1,411
41.8285,17.2873,-138.5778,4,1,41,1,411
41.7996,17.2748,-138.5769,4,1,41,1,411
41.797,17.276,-138.506,4,1,41,1,411
41.8393,17.4985,-138.3051,4,1,41,1,411
41.8819,17.7214,-138.0981,4,1,41,1,411
41.8745,17.9345,-137.8817,4,1,41,1,411
41.8734,18.0395,-137.7332,4,1,41,1,411
41.8841,18.043,-137.688,4,1,41,1,411
41.8955,18.0472,-137.6401,4,1,41,1,411
41.9008,18.0954,-137.5726,4,1,41,1,411
41.9084,18.0773,-137.5683,4,1,41,1,411
41.8795,18.0123,-137.5648,4,1,41,1,411
41.8941,17.9698,-137.5641,4,1,41,1,411
41.8966,17.9264,-137.5591,4,1,41,1,411
41.9131,17.8236,-137.5605,4,1,41,1,411
41.9745,17.8333,-137.5624,4,1,41,1,411
42.0079,17.7753,-137.5562,4,2,42,1,421
42.0711,17.7661,-137.572,4,2,42,1,421
42.1235,17.7392,-137.5226,4,2,42,1,421
42.1806,17.7565,-137.4949,4,2,42,1,421
42.2757,17.7787,-137.4245,4,2,42,1,421
42.3722,17.8629,-137.3864,4,2,42,1,421
42.4501,17.8786,-137.4124,4,3,43,3,433
42.528,17.8941,-137.4244,4,3,43,3,433
42.5892,17.8734,-137.4593,4,3,43,3,433
42.6313,17.8347,-137.4772,4,3,43,3,433
42.6418,17.8082,-137.4965,4,3,43,3,433
42.7028,17.7899,-137.5101,4,3,43,3,433
42.7669,17.7754,-137.565,4,3,43,3,433
42.8257,17.7325,-137.644,4,3,43,3,433
42.8705,17.7454,-137.6396,4,3,43,3,433
42.9151,17.7262,-137.6419,4,3,43,3,433
42.9694,17.7294,-137.6787,4,3,43,3,433
43.0164,17.7778,-137.679,4,3,43,3,433
43.0625,17.7578,-137.679,4,3,43,3,433
43.1047,17.7735,-137.686,4,3,43,3,433
43.1438,17.742,-137.7142,4,3,43,3,433
43.1771,17.7373,-137.7321,4,3,43,3,433
43.2154,17.7095,-137.7779,4,4,44,3,443
43.284,17.7337,-137.8258,4,4,44,3,443
43.3738,17.7437,-137.9109,4,4,44,3,443
43.4756,17.7056,-138.0276,4,4,44,3,443
43.5648,17.6755,-138.1013,4,4,44,4,444
43.6492,17.6219,-138.1711,4,4,44,4,444
43.7387,17.5536,-138.2621,4,4,44,4,444
